"computerName","datetime","CounterCategory","CounterName","Item","Value","WholeCounter"
"e2016site1","2018-05-5 09:31:40","processor(_total)","% processor time","_total","6.54","processor(_total)-% processor time"
"e2016site2","2018-05-5 09:31:40","processor(_total)","% processor time","_total","0.39","processor(_total)-% processor time"
"e2016site1","2018-05-5 09:31:40","msexchange rpcclientaccess","rpc averaged latency",,"14","msexchange rpcclientaccess-rpc averaged latency"
"e2016site2","2018-05-5 09:31:40","msexchange rpcclientaccess","rpc averaged latency",,"25","msexchange rpcclientaccess-rpc averaged latency"
"e2016site1","2018-05-5 09:31:40","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site2","2018-05-5 09:31:40","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site1","2018-05-5 09:31:40","memory","available mbytes",,"934","memory-available mbytes"
"e2016site2","2018-05-5 09:31:40","memory","available mbytes",,"853","memory-available mbytes"
"e2016site1","2018-05-5 09:31:40","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:40","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:40","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:40","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:40","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:40","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:40","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:40","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:40","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:40","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:40","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:40","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:40","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","48535.38","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site1","2018-05-5 09:31:40","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site1","2018-05-5 09:31:40","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})-bytes total/sec"
"e2016site2","2018-05-5 09:31:40","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","46705.51","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site2","2018-05-5 09:31:40","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site2","2018-05-5 09:31:40","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})-bytes total/sec"
"e2016site1","2018-05-5 09:31:41","processor(_total)","% processor time","_total","0.77","processor(_total)-% processor time"
"e2016site2","2018-05-5 09:31:41","processor(_total)","% processor time","_total","0","processor(_total)-% processor time"
"e2016site1","2018-05-5 09:31:41","msexchange rpcclientaccess","rpc averaged latency",,"14","msexchange rpcclientaccess-rpc averaged latency"
"e2016site2","2018-05-5 09:31:41","msexchange rpcclientaccess","rpc averaged latency",,"25","msexchange rpcclientaccess-rpc averaged latency"
"e2016site1","2018-05-5 09:31:41","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site2","2018-05-5 09:31:41","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site1","2018-05-5 09:31:41","memory","available mbytes",,"934","memory-available mbytes"
"e2016site2","2018-05-5 09:31:41","memory","available mbytes",,"853","memory-available mbytes"
"e2016site1","2018-05-5 09:31:41","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:41","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:41","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:41","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:41","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:41","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:41","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:41","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:41","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:41","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:41","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:41","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:41","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","39834.81","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site1","2018-05-5 09:31:41","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site1","2018-05-5 09:31:41","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})-bytes total/sec"
"e2016site2","2018-05-5 09:31:41","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","43654.76","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site2","2018-05-5 09:31:41","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site2","2018-05-5 09:31:41","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})-bytes total/sec"
"e2016site1","2018-05-5 09:31:42","processor(_total)","% processor time","_total","8.47","processor(_total)-% processor time"
"e2016site2","2018-05-5 09:31:42","processor(_total)","% processor time","_total","0.39","processor(_total)-% processor time"
"e2016site1","2018-05-5 09:31:42","msexchange rpcclientaccess","rpc averaged latency",,"14","msexchange rpcclientaccess-rpc averaged latency"
"e2016site2","2018-05-5 09:31:42","msexchange rpcclientaccess","rpc averaged latency",,"25","msexchange rpcclientaccess-rpc averaged latency"
"e2016site1","2018-05-5 09:31:42","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site2","2018-05-5 09:31:42","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site1","2018-05-5 09:31:42","memory","available mbytes",,"932","memory-available mbytes"
"e2016site2","2018-05-5 09:31:42","memory","available mbytes",,"853","memory-available mbytes"
"e2016site1","2018-05-5 09:31:42","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:42","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:42","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:42","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:42","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:42","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:42","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:42","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:42","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:42","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:42","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:42","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:42","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","58707.09","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site1","2018-05-5 09:31:42","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site1","2018-05-5 09:31:42","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})-bytes total/sec"
"e2016site2","2018-05-5 09:31:42","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","57066.7","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site2","2018-05-5 09:31:42","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site2","2018-05-5 09:31:42","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})-bytes total/sec"
"e2016site1","2018-05-5 09:31:43","processor(_total)","% processor time","_total","6.64","processor(_total)-% processor time"
"e2016site2","2018-05-5 09:31:43","processor(_total)","% processor time","_total","0","processor(_total)-% processor time"
"e2016site1","2018-05-5 09:31:43","msexchange rpcclientaccess","rpc averaged latency",,"14","msexchange rpcclientaccess-rpc averaged latency"
"e2016site2","2018-05-5 09:31:43","msexchange rpcclientaccess","rpc averaged latency",,"25","msexchange rpcclientaccess-rpc averaged latency"
"e2016site1","2018-05-5 09:31:43","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site2","2018-05-5 09:31:43","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site1","2018-05-5 09:31:43","memory","available mbytes",,"926","memory-available mbytes"
"e2016site2","2018-05-5 09:31:43","memory","available mbytes",,"853","memory-available mbytes"
"e2016site1","2018-05-5 09:31:43","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:43","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:43","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:43","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:43","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:43","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:43","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:43","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:43","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:43","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:43","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:43","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:43","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","30477.65","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site1","2018-05-5 09:31:43","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site1","2018-05-5 09:31:43","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})-bytes total/sec"
"e2016site2","2018-05-5 09:31:43","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","28667.42","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site2","2018-05-5 09:31:43","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site2","2018-05-5 09:31:43","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})-bytes total/sec"
"e2016site1","2018-05-5 09:31:45","processor(_total)","% processor time","_total","1.93","processor(_total)-% processor time"
"e2016site2","2018-05-5 09:31:45","processor(_total)","% processor time","_total","0","processor(_total)-% processor time"
"e2016site1","2018-05-5 09:31:45","msexchange rpcclientaccess","rpc averaged latency",,"14","msexchange rpcclientaccess-rpc averaged latency"
"e2016site2","2018-05-5 09:31:45","msexchange rpcclientaccess","rpc averaged latency",,"25","msexchange rpcclientaccess-rpc averaged latency"
"e2016site1","2018-05-5 09:31:45","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site2","2018-05-5 09:31:45","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site1","2018-05-5 09:31:45","memory","available mbytes",,"926","memory-available mbytes"
"e2016site2","2018-05-5 09:31:45","memory","available mbytes",,"853","memory-available mbytes"
"e2016site1","2018-05-5 09:31:45","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:45","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:45","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:45","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:45","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:45","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:45","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:45","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:45","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:45","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:45","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:45","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:45","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","30110.76","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site1","2018-05-5 09:31:45","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site1","2018-05-5 09:31:45","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})-bytes total/sec"
"e2016site2","2018-05-5 09:31:45","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","28327.98","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site2","2018-05-5 09:31:45","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site2","2018-05-5 09:31:45","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})-bytes total/sec"
"e2016site1","2018-05-5 09:31:46","processor(_total)","% processor time","_total","3.35","processor(_total)-% processor time"
"e2016site2","2018-05-5 09:31:46","processor(_total)","% processor time","_total","3.85","processor(_total)-% processor time"
"e2016site1","2018-05-5 09:31:46","msexchange rpcclientaccess","rpc averaged latency",,"14","msexchange rpcclientaccess-rpc averaged latency"
"e2016site2","2018-05-5 09:31:46","msexchange rpcclientaccess","rpc averaged latency",,"25","msexchange rpcclientaccess-rpc averaged latency"
"e2016site1","2018-05-5 09:31:46","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site2","2018-05-5 09:31:46","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site1","2018-05-5 09:31:46","memory","available mbytes",,"925","memory-available mbytes"
"e2016site2","2018-05-5 09:31:46","memory","available mbytes",,"850","memory-available mbytes"
"e2016site1","2018-05-5 09:31:46","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:46","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:46","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:46","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:46","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:46","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:46","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:46","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:46","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:46","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:46","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:46","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:46","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","64005.57","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site1","2018-05-5 09:31:46","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site1","2018-05-5 09:31:46","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})-bytes total/sec"
"e2016site2","2018-05-5 09:31:46","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","56460.01","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site2","2018-05-5 09:31:46","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site2","2018-05-5 09:31:46","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})-bytes total/sec"
"e2016site1","2018-05-5 09:31:47","processor(_total)","% processor time","_total","6.16","processor(_total)-% processor time"
"e2016site2","2018-05-5 09:31:47","processor(_total)","% processor time","_total","7.03","processor(_total)-% processor time"
"e2016site1","2018-05-5 09:31:47","msexchange rpcclientaccess","rpc averaged latency",,"14","msexchange rpcclientaccess-rpc averaged latency"
"e2016site2","2018-05-5 09:31:47","msexchange rpcclientaccess","rpc averaged latency",,"25","msexchange rpcclientaccess-rpc averaged latency"
"e2016site1","2018-05-5 09:31:47","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site2","2018-05-5 09:31:47","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site1","2018-05-5 09:31:47","memory","available mbytes",,"920","memory-available mbytes"
"e2016site2","2018-05-5 09:31:47","memory","available mbytes",,"845","memory-available mbytes"
"e2016site1","2018-05-5 09:31:47","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:47","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:47","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:47","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:47","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:47","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:47","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:47","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:47","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:47","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:47","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:47","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:47","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","29823.02","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site1","2018-05-5 09:31:47","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site1","2018-05-5 09:31:47","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})-bytes total/sec"
"e2016site2","2018-05-5 09:31:47","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","28048.43","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site2","2018-05-5 09:31:47","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site2","2018-05-5 09:31:47","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})-bytes total/sec"
"e2016site1","2018-05-5 09:31:48","processor(_total)","% processor time","_total","32.31","processor(_total)-% processor time"
"e2016site2","2018-05-5 09:31:48","processor(_total)","% processor time","_total","29.3","processor(_total)-% processor time"
"e2016site1","2018-05-5 09:31:48","msexchange rpcclientaccess","rpc averaged latency",,"14","msexchange rpcclientaccess-rpc averaged latency"
